Corrida,Objetivo1,Objetivo2
corrida_1,119991.95642900001,84988.73366600001
corrida_1,123079.51195500002,83708.60332299999
corrida_1,91089.37956699997,102984.95621200005
corrida_1,91089.37956699997,102984.95621200005
corrida_1,113380.30041500002,87062.19584100001
corrida_1,123464.51954000004,82931.45404999999
corrida_1,91966.11153999998,102304.97785700002
corrida_1,131113.55848100001,79671.69381500005
corrida_1,91089.37956699997,102984.95621200005
corrida_1,95975.35118899998,97847.44718900006
corrida_1,92224.24551699997,101445.02935600003
corrida_1,95975.35118899998,97847.44718900006
corrida_1,113380.30041500002,87062.19584100001
corrida_1,93064.09193699999,100545.94146500004
corrida_1,99842.87420499994,95263.27066700005
corrida_1,94505.20066199996,98354.67902800007
corrida_1,92194.258979,101920.48723300005
corrida_1,111157.76578600005,93988.20351100003
corrida_1,97188.98923399998,97717.86989300005
corrida_1,97058.59968499996,97821.08170000004
corrida_1,116468.428082,86909.16255400001
corrida_1,104259.20764599997,94814.61046200003
corrida_1,111684.01241,92351.08405000005
corrida_1,91966.11153999998,102304.97785700002
corrida_1,108480.43882900002,94763.94996500002
corrida_1,89662.97395099996,109111.48766800005
corrida_1,116778.95079399999,86290.26783899998
corrida_1,91966.11153999998,102304.97785700002
corrida_1,91089.37956699997,102984.95621200005
corrida_1,89066.95793799998,109279.19976500003
corrida_1,91029.87730099997,106658.41368500004
corrida_1,121164.89574300004,84624.318741
corrida_1,97909.35662299996,96801.42444300003
corrida_1,122986.45140900004,83846.75311000002
corrida_1,91029.87730099997,106658.41368500004
corrida_1,112525.97587700003,88118.94516100001
corrida_1,108664.10529600001,94606.67784400005
corrida_1,91089.37956699997,102984.95621200005
corrida_1,95254.20081099999,97867.96834500002
corrida_1,93707.17498799996,98387.11575600003
corrida_2,117474.65715200003,82475.106997
corrida_2,80252.26672999997,123210.92363300003
corrida_2,84593.080186,114154.816408
corrida_2,85553.50627299996,113040.686466
corrida_2,83375.47572399999,114200.74579500001
corrida_2,95430.34970500003,94533.42491899998
corrida_2,83375.47572399999,114200.74579500001
corrida_2,91953.92646400002,97540.81686299996
corrida_2,128906.41263700004,81481.09541800001
corrida_2,118284.41395900003,82350.872325
corrida_2,91126.40626000002,97764.19671899999
corrida_2,83375.47572399999,114200.74579500001
corrida_2,82477.65308999998,117595.423993
corrida_2,87670.49368900002,108379.19085600003
corrida_2,96315.76495900001,89540.61189500001
corrida_2,82949.00617399998,115086.821777
corrida_2,95818.29839200003,90882.48229599999
corrida_2,98200.18363600003,86660.43212499999
corrida_2,82063.58487199999,119824.08491300004
corrida_2,114873.995164,83094.40139
corrida_2,83375.47572399999,114200.74579500001
corrida_2,95818.29839200003,90882.48229599999
corrida_2,89441.86469100001,100783.74961599996
corrida_2,102146.37558900005,86128.59437899997
corrida_2,109100.1072,84645.16141300001
corrida_2,102081.67315100004,86572.37084999999
corrida_2,109034.46665100001,85976.146487
corrida_2,117474.65715200003,82475.106997
corrida_2,85754.22495600003,109906.64616400003
corrida_2,83375.47572399999,114200.74579500001
corrida_2,82056.94300899998,120440.018574
corrida_2,93848.281516,95126.52064599998
corrida_2,83375.47572399999,114200.74579500001
corrida_2,91984.353409,95618.49579199997
corrida_2,91953.92646400002,97540.81686299996
corrida_2,112815.12807600002,83761.07483999999
corrida_3,127849.718284,80420.30353900003
corrida_3,97756.85680400002,83112.22799400002
corrida_3,92202.33394100002,88711.553113
corrida_3,92928.92381000002,88631.33428500002
corrida_3,86005.25140000001,93026.891114
corrida_3,94266.01674900002,87767.13688500001
corrida_3,86895.706984,92440.78434799999
corrida_3,87489.03341200002,92004.28424
corrida_3,85300.57339700001,93843.17842899999
corrida_3,78862.715576,97531.526039
corrida_3,97756.85680400002,83112.22799400002
corrida_3,116294.67187399996,82367.76011700004
corrida_3,96805.46317500001,87487.20440100001
corrida_3,81015.536328,97497.14872099998
corrida_3,92202.33394100002,88711.553113
corrida_3,92202.33394100002,88711.553113
corrida_3,85775.12387400003,93194.32191999999
corrida_3,97627.83743400003,87198.53959400003
corrida_3,90718.53680900003,88981.56936499999
corrida_3,81351.63823099999,97066.35717899998
corrida_3,86895.706984,92440.78434799999
corrida_3,93363.59171500002,88480.17966099999
corrida_3,86895.706984,92440.78434799999
corrida_3,89799.99615900003,89426.17382000001
corrida_3,81643.042177,94321.73149299998
corrida_3,93766.61617700005,88150.12199100004
corrida_3,87842.73379100002,90337.40704800001
corrida_3,87564.285518,91532.76185100002
corrida_4,97869.66906099998,97549.51249
corrida_4,110920.025373,84597.755176
corrida_4,99370.675695,94873.55783300004
corrida_4,106515.88766700005,88472.329214
corrida_4,131063.25256399997,79672.294002
corrida_4,93452.25382899995,100542.824627
corrida_4,98448.00093899999,97161.383485
corrida_4,98448.00093899999,97161.383485
corrida_4,107415.770906,85817.040466
corrida_4,110920.025373,84597.755176
corrida_4,101586.501877,93756.50034299998
corrida_4,101683.87217000002,92639.504524
corrida_4,97869.66906099998,97549.51249
corrida_4,108767.881661,84659.68034600001
corrida_4,85060.89843899998,111351.55560299996
corrida_4,103943.96776099999,88798.33029499999
corrida_4,100438.94839399998,94613.67737100003
corrida_4,93630.17683999999,99629.767046
corrida_4,98786.078355,96472.62735600003
corrida_4,82835.40147900001,113351.22346399992
corrida_4,99358.664721,95889.11002799998
corrida_4,88262.42104999999,101850.53860399999
corrida_4,98448.00093899999,97161.383485
corrida_4,115297.44675399996,81516.63766800001
corrida_4,101968.281634,91728.879013
corrida_4,124194.76002299998,79846.63138900003
corrida_4,112609.07794199999,83123.23037599999
corrida_4,112155.141256,83506.441719
corrida_4,100831.368562,93939.414051
corrida_5,104327.33405899999,86458.73175100003
corrida_5,104327.33405899999,86458.73175100003
corrida_5,97714.38008400002,89620.77501000001
corrida_5,99932.527325,87777.78009000004
corrida_5,112718.55223700001,85019.83831800004
corrida_5,100131.80811499999,87278.69275400003
corrida_5,95168.09285699998,90757.55926800001
corrida_5,93009.50537600003,91037.30888200001
corrida_5,99109.33852599999,88129.51973100001
corrida_5,104647.43553099998,85601.37691400002
corrida_5,97714.38008400002,89620.77501000001
corrida_5,92844.80055899998,93313.66150200002
corrida_5,95222.294197,90048.284203
corrida_5,88340.35789999997,100262.65255899998
corrida_5,93009.50537600003,91037.30888200001
corrida_5,100471.69705299998,86789.01286400003
corrida_5,97714.38008400002,89620.77501000001
corrida_5,95094.987298,90890.838021
corrida_5,95094.987298,90890.838021
corrida_5,97714.38008400002,89620.77501000001
corrida_5,97714.38008400002,89620.77501000001
corrida_5,92110.38564,94834.18666499999
corrida_5,89052.78754799998,97885.80789699999
corrida_5,97714.38008400002,89620.77501000001
corrida_5,89681.121719,97123.70513300002
corrida_5,90125.28597900002,95302.06559200001
corrida_5,91194.456639,94945.952303
corrida_5,97714.38008400002,89620.77501000001
corrida_5,88319.47833499998,103972.07033500003
corrida_5,89681.121719,97123.70513300002
corrida_5,97023.21973300002,89745.12990900001
corrida_5,89032.07918599997,98093.77993299998
corrida_5,93009.50537600003,91037.30888200001
corrida_5,95094.987298,90890.838021
promedio,113502.66699700002,86378.47768860002
promedio,103267.19898419999,92217.64837540002
promedio,92993.9698946,98069.13171520003
promedio,95204.0449284,96181.41725340001
promedio,105308.56646799999,91796.393014
promedio,101348.9895876,90610.70664700001
promedio,91170.67760879998,99373.09015060001
promedio,100402.80493440002,91483.09745700001
promedio,102364.2950066,90451.15805120001
promedio,101737.9883256,89585.79552860002
promedio,96081.6781084,93139.7458844
promedio,98034.83430319998,96073.82382540002
promedio,97151.0759876,95948.5241856
promedio,91771.672303,98268.9227894
promedio,93286.27538400001,95180.86003200003
promedio,94814.44111819999,95548.07941540002
promedio,94388.2019446,94046.34876600001
promedio,99142.19019880002,91673.55605940001
promedio,92770.4353136,98777.39790960003
promedio,94766.8029286,96190.76774859999
promedio,96762.531119,95812.115547
promedio,94762.7808886,94172.3995376
promedio,95104.47451439999,96124.5618792
promedio,99384.86202520001,89799.43174680001
promedio,98174.59831180001,92516.68540340001
promedio,99966.26185620001,91796.53549800003
promedio,103491.9371634,88134.60081060001
promedio,101374.91511,89888.01268680001
